"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CZE","Czech Republic","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,32.9,,
"CZE","Czech Republic","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,81.2,,
"CZE","Czech Republic","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,49,,
"CZE","Czech Republic","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,32.9,,
"CZE","Czech Republic","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,100,,
"CZE","Czech Republic","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,65.2,,
"CZE","Czech Republic","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,45.7,,
"CZE","Czech Republic","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,100,,
"CZE","Czech Republic","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,65.2,,
"CZE","Czech Republic","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,45.7,,
"CZE","Czech Republic","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,100,,
"CZE","Czech Republic","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,65.2,,
"CZE","Czech Republic","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,45.7,,
"CZE","Czech Republic","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.3,,
"CZE","Czech Republic","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"CZE","Czech Republic","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.2,,
"CZE","Czech Republic","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.7,,
"CZE","Czech Republic","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.7,,
"CZE","Czech Republic","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10,,
"CZE","Czech Republic","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,18.8,,
"CZE","Czech Republic","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.3,,
"CZE","Czech Republic","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.6,,
"CZE","Czech Republic","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,20.5,,
"CZE","Czech Republic","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.4,,
"CZE","Czech Republic","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.4,,
"CZE","Czech Republic","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,24.9,,
"CZE","Czech Republic","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"CZE","Czech Republic","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"CZE","Czech Republic","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.6,,
"CZE","Czech Republic","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,76.5,,
"CZE","Czech Republic","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,81.8,,
"CZE","Czech Republic","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,16.4,,
"CZE","Czech Republic","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,19.6,,
"CZE","Czech Republic","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,87.4,,
"CZE","Czech Republic","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,48.4,,
"CZE","Czech Republic","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,15,,
"CZE","Czech Republic","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,33.8,,
"CZE","Czech Republic","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,63.1,,
"CZE","Czech Republic","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,61.5,,
"CZE","Czech Republic","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,18.2,,
"CZE","Czech Republic","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23,,
"CZE","Czech Republic","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,402261.2,,
"CZE","Czech Republic","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,17331.2,,
"CZE","Czech Republic","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,8.1,,
"DNK","Denmark","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65.5,,
"DNK","Denmark","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65.5,,
"DNK","Denmark","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,74,,
"DNK","Denmark","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,74,,
"DNK","Denmark","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,125.1,,
"DNK","Denmark","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,80,,
"DNK","Denmark","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,61.3,,
"DNK","Denmark","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,125.1,,
"DNK","Denmark","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,80,,
"DNK","Denmark","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,61.3,,
"DNK","Denmark","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,125.1,,
"DNK","Denmark","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,80,,
"DNK","Denmark","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,61.3,,
"DNK","Denmark","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,124.7,,
"DNK","Denmark","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,84,,
"DNK","Denmark","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,71.4,,
"DNK","Denmark","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,124.7,,
"DNK","Denmark","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,84,,
"DNK","Denmark","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,71.4,,
"DNK","Denmark","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,124.7,,
"DNK","Denmark","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,84,,
"DNK","Denmark","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,71.4,,
"DNK","Denmark","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.3,,
"DNK","Denmark","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.9,,
"DNK","Denmark","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.2,,
"DNK","Denmark","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,19,,
"DNK","Denmark","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9,,
"DNK","Denmark","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,12,,
"DNK","Denmark","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.3,,
"DNK","Denmark","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.4,,
"DNK","Denmark","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.6,,
"DNK","Denmark","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,19,,
"DNK","Denmark","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.5,,
"DNK","Denmark","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.5,,
"DNK","Denmark","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,3.2,,
"DNK","Denmark","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,32.2,,
"DNK","Denmark","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,33.2,,
"DNK","Denmark","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.8,,
"DNK","Denmark","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,78.7,,
"DNK","Denmark","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,82.7,,
"DNK","Denmark","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,17.9,,
"DNK","Denmark","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,20.6,,
"DNK","Denmark","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,80.8,,
"DNK","Denmark","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,60.8,,
"DNK","Denmark","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,22.3,,
"DNK","Denmark","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,34.9,,
"DNK","Denmark","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,63.8,,
"DNK","Denmark","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,63.5,,
"DNK","Denmark","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,19.3,,
"DNK","Denmark","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,22.2,,
"DNK","Denmark","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,437093.9,,
"DNK","Denmark","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,66811.9,,
"DNK","Denmark","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,9.3,,
"FIN","Finland","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"FIN","Finland","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"FIN","Finland","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,68,,
"FIN","Finland","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,68,,
"FIN","Finland","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,56.6,,
"FIN","Finland","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,63.8,,
"FIN","Finland","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,63.2,,
"FIN","Finland","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,64.3,,
"FIN","Finland","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,63.8,,
"FIN","Finland","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,63.2,,
"FIN","Finland","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,64.3,,
"FIN","Finland","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,63.8,,
"FIN","Finland","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,63.2,,
"FIN","Finland","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,64.3,,
"FIN","Finland","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.8,,
"FIN","Finland","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.8,,
"FIN","Finland","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.8,,
"FIN","Finland","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.1,,
"FIN","Finland","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.1,,
"FIN","Finland","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.1,,
"FIN","Finland","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.1,,
"FIN","Finland","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11,,
